run_model,lang,condition,word_at_1_mean,word_at_1_std,runs,ci95
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled,0.20666666666666667,0.01941863366288508,3,0.021974252610220405
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled+Lemma,0.20916666666666664,0.02428133714055579,3,0.027476919607392528
xlm-roberta-base,en_ewt,Original,0.2933116970274113,0.03287797859900972,3,0.037204935197316075
xlm-roberta-base,en_ewt,Original+Lemma,0.21131458871384642,0.03767607662358343,3,0.042634494242044324
xlm-roberta-base,en_ewt,FullyScrambled,0.010894300285124928,0.005427461282952151,3,0.006141750616148244
xlm-roberta-base,en_ewt,FullyScrambled+Lemma,0.00722433727470843,0.0041293261922273035,3,0.004672772473762244
xlm-roberta-base,en_ewt,HeadScrambled,0.08172695657352902,0.009601205014345714,3,0.010864786267171474
xlm-roberta-base,en_ewt,PartiallyScrambled,0.17251928849752995,0.028656986966128402,3,0.03242843351255335
xlm-roberta-base,en_ewt,PartiallyScrambled+Lemma,0.11559165209748455,0.020764297672896365,3,0.023497014787921263
xlm-roberta-base,de_gsd,Original,0.31583333333333335,0.025658007197234437,3,0.02903476842989761
xlm-roberta-base,de_gsd,Original+Lemma,0.1275,0.021360009363293825,3,0.02417112602534961
xlm-roberta-base,de_gsd,FullyScrambled,0.010833333333333334,0.0028867513459481294,3,0.0032666666666666677
xlm-roberta-base,de_gsd,FullyScrambled+Lemma,0.009166666666666667,0.005204164998665332,3,0.00588906708325785
xlm-roberta-base,de_gsd,HeadScrambled,0.145,0.02250000000000001,3,0.02546114687126251
xlm-roberta-base,de_gsd,PartiallyScrambled,0.18583333333333332,0.013768926368215252,3,0.015581006956476776
xlm-roberta-base,de_gsd,PartiallyScrambled+Lemma,0.07583333333333332,0.0014433756729740636,3,0.0016333333333333326
xlm-roberta-base,es_ancora,Original,0.3441938178780284,0.012363114943148498,3,0.013990181571280179
xlm-roberta-base,es_ancora,Original+Lemma,0.19047619047619047,0.013261911333657094,3,0.015007265433773509
xlm-roberta-base,es_ancora,FullyScrambled,0.007518796992481203,0.004340979467591171,3,0.004912280701754385
xlm-roberta-base,es_ancora,FullyScrambled+Lemma,0.005847953216374269,0.0038283840392279362,3,0.004332224368994652
xlm-roberta-base,es_ancora,HeadScrambled,0.09690893901420217,0.008056516926476989,3,0.009116807143815242
xlm-roberta-base,es_ancora,PartiallyScrambled,0.1712614870509607,0.0038283840392279362,3,0.004332224368994652
xlm-roberta-base,es_ancora,PartiallyScrambled+Lemma,0.0935672514619883,0.005217208018712112,3,0.005903826649882555
xlm-roberta-base,ru_syntagrus,Original,0.3021885521885522,0.02529457777999449,3,0.028623509329022783
xlm-roberta-base,ru_syntagrus,Original+Lemma,0.1085858585858586,0.01767676767676768,3,0.02000314569010522
xlm-roberta-base,ru_syntagrus,FullyScrambled,0.006734006734006735,0.005256732321884173,3,0.005948552609351362
xlm-roberta-base,ru_syntagrus,FullyScrambled+Lemma,0.006734006734006735,0.007714773897232054,3,0.008730088501155888
xlm-roberta-base,ru_syntagrus,HeadScrambled,0.08417508417508418,0.017189038599883952,3,0.01945122828299758
xlm-roberta-base,ru_syntagrus,PartiallyScrambled,0.13636363636363635,0.013362380358912058,3,0.015120956838574808
xlm-roberta-base,ru_syntagrus,PartiallyScrambled+Lemma,0.05639730639730639,0.010513464643768344,3,0.011897105218702722
xlm-roberta-base,tr_imst,Original,0.07988980716253444,0.009932648141774076,3,0.011239849473701435
xlm-roberta-base,tr_imst,Original+Lemma,0.021120293847566574,0.008855510340673053,3,0.01002095330683824
xlm-roberta-base,tr_imst,FullyScrambled,0.00642791551882461,0.004208058489399302,3,0.004761866455175939
xlm-roberta-base,tr_imst,FullyScrambled+Lemma,0.0027548209366391185,0.0027548209366391185,3,0.003117373354302112
xlm-roberta-base,tr_imst,HeadScrambled,0.022956841138659322,0.004208058489399303,3,0.0047618664551759395
xlm-roberta-base,tr_imst,PartiallyScrambled,0.05066617014233698,0.01567033032973308,3,0.017732648090957034
xlm-roberta-base,tr_imst,PartiallyScrambled+Lemma,0.010675273088381329,0.009675856638483155,3,0.010949262532342217
xlm-roberta-base,zh_gsd,Original,0.32416666666666666,0.011273124382057234,3,0.0127567411373142
xlm-roberta-base,zh_gsd,Original+Lemma,0.32083333333333336,0.014215601757693324,3,0.016086467742933645
xlm-roberta-base,zh_gsd,FullyScrambled,0.020833333333333332,0.003818813079129866,3,0.0043213938080721645
xlm-roberta-base,zh_gsd,FullyScrambled+Lemma,0.021666666666666667,0.003818813079129866,3,0.0043213938080721645
xlm-roberta-base,zh_gsd,HeadScrambled,0.11583333333333334,0.0062915286960589555,3,0.007119534941116431
xlm-roberta-base,zh_gsd,PartiallyScrambled,0.13416666666666666,0.017736497211493972,3,0.0200707360214927
xlm-roberta-base,zh_gsd,PartiallyScrambled+Lemma,0.13249999999999998,0.020463381929681126,3,0.023156496568637785
google/rembert,en_ewt,Original,0.0,0.0,3,0.0
google/rembert,en_ewt,Original+Lemma,0.0,0.0,3,0.0
google/rembert,en_ewt,FullyScrambled,0.0,0.0,3,0.0
google/rembert,en_ewt,FullyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,en_ewt,HeadScrambled,0.0,0.0,3,0.0
google/rembert,en_ewt,PartiallyScrambled,0.0,0.0,3,0.0
google/rembert,en_ewt,PartiallyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,de_gsd,Original,0.0,0.0,3,0.0
google/rembert,de_gsd,Original+Lemma,0.0,0.0,3,0.0
google/rembert,de_gsd,FullyScrambled,0.0,0.0,3,0.0
google/rembert,de_gsd,FullyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,de_gsd,HeadScrambled,0.0,0.0,3,0.0
google/rembert,de_gsd,PartiallyScrambled,0.0,0.0,3,0.0
google/rembert,de_gsd,PartiallyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,es_ancora,Original,0.0,0.0,3,0.0
google/rembert,es_ancora,Original+Lemma,0.0,0.0,3,0.0
google/rembert,es_ancora,FullyScrambled,0.0,0.0,3,0.0
google/rembert,es_ancora,FullyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,es_ancora,HeadScrambled,0.0,0.0,3,0.0
google/rembert,es_ancora,PartiallyScrambled,0.0,0.0,3,0.0
google/rembert,es_ancora,PartiallyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,ru_syntagrus,Original,0.0,0.0,3,0.0
google/rembert,ru_syntagrus,Original+Lemma,0.0,0.0,3,0.0
google/rembert,ru_syntagrus,FullyScrambled,0.0,0.0,3,0.0
google/rembert,ru_syntagrus,FullyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,ru_syntagrus,HeadScrambled,0.0,0.0,3,0.0
google/rembert,ru_syntagrus,PartiallyScrambled,0.0,0.0,3,0.0
google/rembert,ru_syntagrus,PartiallyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,tr_imst,Original,0.0,0.0,3,0.0
google/rembert,tr_imst,Original+Lemma,0.0,0.0,3,0.0
google/rembert,tr_imst,FullyScrambled,0.0,0.0,3,0.0
google/rembert,tr_imst,FullyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,tr_imst,HeadScrambled,0.0,0.0,3,0.0
google/rembert,tr_imst,PartiallyScrambled,0.0,0.0,3,0.0
google/rembert,tr_imst,PartiallyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,zh_gsd,Original,0.0,0.0,3,0.0
google/rembert,zh_gsd,Original+Lemma,0.0,0.0,3,0.0
google/rembert,zh_gsd,FullyScrambled,0.0,0.0,3,0.0
google/rembert,zh_gsd,FullyScrambled+Lemma,0.0,0.0,3,0.0
google/rembert,zh_gsd,HeadScrambled,0.0,0.0,3,0.0
google/rembert,zh_gsd,PartiallyScrambled,0.0,0.0,3,0.0
google/rembert,zh_gsd,PartiallyScrambled+Lemma,0.0,0.0,3,0.0
