model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N,run_seed,run_model
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled,0.1189873417721519,0.21012658227848102,0.0379746835443038,0.03291139240506329,395,789,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled+Lemma,0.060759493670886074,0.12151898734177215,0.07088607594936709,0.04556962025316456,395,789,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled,0.005509641873278237,0.01652892561983471,0.1184573002754821,0.01928374655647383,363,789,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled+Lemma,0.011019283746556474,0.024793388429752067,0.27823691460055094,0.049586776859504134,363,789,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,HeadScrambled,0.011019283746556474,0.013774104683195593,0.07988980716253444,0.03856749311294766,363,789,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original,0.008264462809917356,0.05509641873278237,0.05509641873278237,0.03305785123966942,363,789,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original+Lemma,0.013774104683195593,0.030303030303030304,0.1652892561983471,0.05509641873278237,363,789,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled,0.018867924528301886,0.03773584905660377,0.09433962264150944,0.018867924528301886,159,789,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled+Lemma,0.018867924528301886,0.025157232704402517,0.23270440251572327,0.05660377358490566,159,789,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled,0.0225,0.055,0.115,0.0,400,789,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled+Lemma,0.0225,0.06,0.1175,0.0,400,789,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,HeadScrambled,0.1325,0.2375,0.0525,0.0,400,789,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original,0.4425,0.595,0.0075,0.0,400,789,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original+Lemma,0.4475,0.595,0.0075,0.0,400,789,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled,0.2225,0.3325,0.04,0.0,400,789,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled+Lemma,0.23,0.3375,0.04,0.0,400,789,bert-base-multilingual-cased
