model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N,run_seed,run_model
xlm-roberta-base,es_ancora,HeadScrambled,0.10275689223057644,0.19548872180451127,0.08521303258145363,0.14035087719298245,399,123,xlm-roberta-base
xlm-roberta-base,es_ancora,Original,0.3358395989974937,0.5213032581453634,0.06516290726817042,0.045112781954887216,399,123,xlm-roberta-base
xlm-roberta-base,es_ancora,Original+Lemma,0.18546365914786966,0.2882205513784461,0.07268170426065163,0.11027568922305764,399,123,xlm-roberta-base
xlm-roberta-base,es_ancora,PartiallyScrambled,0.17042606516290726,0.2781954887218045,0.08521303258145363,0.10526315789473684,399,123,xlm-roberta-base
xlm-roberta-base,es_ancora,PartiallyScrambled+Lemma,0.08771929824561403,0.17042606516290726,0.09523809523809523,0.16791979949874686,399,123,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,FullyScrambled,0.0025252525252525255,0.012626262626262626,0.23232323232323232,0.10353535353535354,396,123,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,FullyScrambled+Lemma,0.005050505050505051,0.015151515151515152,0.2777777777777778,0.10606060606060606,396,123,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,HeadScrambled,0.0707070707070707,0.14646464646464646,0.13636363636363635,0.06565656565656566,396,123,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,Original,0.2828282828282828,0.4318181818181818,0.047979797979797977,0.04292929292929293,396,123,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,Original+Lemma,0.09090909090909091,0.19444444444444445,0.08838383838383838,0.05303030303030303,396,123,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,PartiallyScrambled,0.12121212121212122,0.18686868686868688,0.09090909090909091,0.06313131313131314,396,123,xlm-roberta-base
xlm-roberta-base,ru_syntagrus,PartiallyScrambled+Lemma,0.047979797979797977,0.10606060606060606,0.12121212121212122,0.06313131313131314,396,123,xlm-roberta-base
xlm-roberta-base,tr_imst,FullyScrambled,0.0,0.00625,0.4,0.05625,160,123,xlm-roberta-base
xlm-roberta-base,tr_imst,FullyScrambled+Lemma,0.0,0.00625,0.325,0.03125,160,123,xlm-roberta-base
xlm-roberta-base,tr_imst,HeadScrambled,0.01875,0.06875,0.275,0.03125,160,123,xlm-roberta-base
xlm-roberta-base,tr_imst,Original,0.08125,0.18125,0.3875,0.03125,160,123,xlm-roberta-base
xlm-roberta-base,tr_imst,Original+Lemma,0.03125,0.05,0.40625,0.09375,160,123,xlm-roberta-base
xlm-roberta-base,tr_imst,PartiallyScrambled,0.0625,0.0875,0.275,0.05,160,123,xlm-roberta-base
xlm-roberta-base,tr_imst,PartiallyScrambled+Lemma,0.0,0.025,0.25625,0.1,160,123,xlm-roberta-base
xlm-roberta-base,zh_gsd,FullyScrambled,0.02,0.0775,0.075,0.0,400,123,xlm-roberta-base
xlm-roberta-base,zh_gsd,FullyScrambled+Lemma,0.0225,0.075,0.075,0.0,400,123,xlm-roberta-base
xlm-roberta-base,zh_gsd,HeadScrambled,0.115,0.205,0.0225,0.0,400,123,xlm-roberta-base
xlm-roberta-base,zh_gsd,Original,0.335,0.495,0.0075,0.0,400,123,xlm-roberta-base
xlm-roberta-base,zh_gsd,Original+Lemma,0.325,0.4825,0.0075,0.0,400,123,xlm-roberta-base
xlm-roberta-base,zh_gsd,PartiallyScrambled,0.115,0.2425,0.0075,0.0,400,123,xlm-roberta-base
xlm-roberta-base,zh_gsd,PartiallyScrambled+Lemma,0.11,0.2375,0.0075,0.0,400,123,xlm-roberta-base
